"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios",Início,"Data da última edição",Término,Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Frequência,"Cliques no link únicos","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino"
2026-07-01,2026-07-21,"CJ 01 [Seguidores] [40km] [20+]",not_delivering,2025-04-17,2025-04-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - Marcas] [19-65] [ 40km+]",not_delivering,2025-05-05,2025-12-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - Marcas] [18-65] [ 60km+]",not_delivering,2025-06-10,2025-07-04,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses] [ 19-65] [40km+]",not_delivering,2025-08-12,2025-08-18,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [CWB 40KM] [20+]",not_delivering,2025-09-13,2025-09-30,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [25+] Curitiba - Litoral 40km]",not_delivering,2025-10-16,2025-12-12,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [40km Curitiba]",not_delivering,2025-11-05,2025-11-09,Contínuo,,,,100,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%] [CWB 80KM] [20+]",not_delivering,2025-12-24,2025-12-24,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CA 02[LL 3%] [Geo - 50km] [25+] [videos]",not_delivering,2026-01-05,2026-01-05,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"03 - A/B Criativos - PUBLICO -40 km CWB - SIte 180 D",not_delivering,2026-05-13,2026-05-21,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"40 km CWB - Redes sociais /1% envolvimento",not_delivering,2026-05-20,2026-05-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"40 km CWB - Interesses - 25+",not_delivering,2026-05-20,2026-05-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"03 - A/B Criativos - PUBLICO -40 km CWB - SIte 180 D",not_delivering,2026-05-20,2026-05-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [25KM] [ CURITIBA]",not_delivering,2024-09-12,2024-09-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [ LL] [Curitiba]",not_delivering,2024-09-14,2024-09-14,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [ LL 1%] [Curitiba]",not_delivering,2024-10-14,2024-10-15,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [19-65] [ 40km+]",not_delivering,2025-05-05,2025-12-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - Plataformas carros] [ 25+] [5km]",not_delivering,2025-05-12,2025-05-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [LL1%] [ 25+] [10km]",not_delivering,2025-05-12,2025-05-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01[INTERESSES] [20-65] [13KM]",not_delivering,2025-05-15,2025-05-15,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 - [Interesses] [19-65] [40km+]",not_delivering,2025-06-17,2025-06-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses] [ 19-65] [40km+]",not_delivering,2025-07-14,2025-07-18,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 03 [ENVOLVIMENTO] [19-65] [40km+]",not_delivering,2025-07-15,2025-07-18,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [40km] [19-65+]",not_delivering,2025-07-23,2025-07-26,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02 [Interesses] [25+] [40km+]",not_delivering,2025-08-05,2025-08-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02 [SEGUIDORES] [19-65] [40km+]",not_delivering,2025-08-13,2025-08-27,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 03 [LL] [19-65] [40km+]",not_delivering,2025-08-13,2025-08-18,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 04 [SC E LITORAL] [19-65] [INTERESSES]",not_delivering,2025-08-13,2025-08-18,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [Curitiba 40km]",not_delivering,2025-09-22,2025-09-22,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [CWB 40KM] [20+]",not_delivering,2025-12-03,2025-12-03,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02[Interesses - popular] [Cwb - 40km] [20+]",not_delivering,2025-12-04,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL ] [25+] Curitiba - Litoral 40km]",not_delivering,2025-12-12,2025-12-12,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [Geo 50km] Teste A/B Imagens",not_delivering,2026-01-05,2026-01-05,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 -  [LL 1%] [Cidades] A/B Imagens",not_delivering,2026-01-20,2026-01-20,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Cidades região] [25+] [Engajamento 90 dias]",not_delivering,2026-02-19,2026-02-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"40 km CWB - Redes sociais /1% envolvimento",not_delivering,2026-05-13,2026-05-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"3 [LUVILLE]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"4 [PITTBULL]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [REMARKETING] [17KM] [ CURITIBA]",not_delivering,2024-08-29,2024-08-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ [INTERESSES] [GEO 17KM]",not_delivering,2024-09-09,2024-09-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 021 [Remarketing] [25km]",not_delivering,2024-09-12,2024-09-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02Remarketing 90D] [10km] [Advantage]",not_delivering,2024-12-09,2024-12-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [Interesses ] [10KM] [35-44] [Diferentes Imagens]",not_delivering,2025-01-30,2025-01-30,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses - carros usados] [10km] [25+]",not_delivering,2025-02-13,2025-04-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02 [Interesses] [18-65] [60km+]",not_delivering,2025-06-10,2025-07-04,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [ Interesses] [25+] Curitiba - Litoral 40km]",not_delivering,2025-10-16,2025-10-16,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%] [CWB 40KM] [20+]",not_delivering,2025-12-03,2025-12-03,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [Remarketing] [Geo 40 km]",not_delivering,2025-12-04,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - marcas] [Cwb - 40km] [20+]",not_delivering,2025-12-04,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses comportamentos] [40km] [20+]",not_delivering,2025-12-12,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES [ 20+] [cwb 40km] 2",not_delivering,2025-12-17,2026-03-13,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses 25+] [Geo 50km] Teste A/B Imagens",not_delivering,2026-01-05,2026-01-05,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CA 01[Interesses] [Geo - 50km] [25+] [Imagens]",not_delivering,2026-01-05,2026-01-05,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03  [Cwb 50km] [LL 1%]",not_delivering,2026-01-07,2026-01-07,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 014 [ Geo 50km] [Interesses]",not_delivering,2026-01-20,2026-01-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - marcas populares 25+] [Geo 50km]",not_delivering,2026-01-21,2026-03-06,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [Seguidores] [Geo 50km] A/B",not_delivering,2026-01-23,2026-01-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Cidades] [Interesses] [25+]",not_delivering,2026-02-02,2026-02-03,Contínuo,,,,30,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Cidades região] [25+] [Interesses]",not_delivering,2026-02-19,2026-02-21,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Cidades região] [25+] [LL 1%]",not_delivering,2026-02-26,2026-02-26,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ [Interesses- carros] [Cidades] videos",not_delivering,2026-03-10,2026-03-11,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ [Remarketing] [Cidades]Imagens",not_delivering,2026-03-11,2026-03-11,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"4 [TOSO]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CA 02 [LL 2% ] [20km] [Curitiba]",not_delivering,2024-08-20,2024-08-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing] [Marcas] [ Curitiba 17km]",not_delivering,2024-09-12,2024-09-13,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [ Interesses [Curitiba]",not_delivering,2024-09-14,2024-09-19,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [interesses] [Marcas] [ Curitiba 17km]",inactive,2024-09-19,2024-10-04,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [LL 1%] [CWB 40KM] [20+]",not_delivering,2024-09-19,2025-04-04,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03.1 [ Interesses -] IG/FB] [5km] 24+]",not_delivering,2024-12-19,2024-12-19,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [20+] [10km]",not_delivering,2025-01-22,2025-01-22,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [interesses - marcas de carro] [25-50] [5km]",inactive,2025-01-23,2026-05-30,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 05 [VISITANTES SITE] [40km] [25+]",not_delivering,2025-04-03,2025-04-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 06 [LL] [20km] [25+]",not_delivering,2025-04-03,2025-04-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses] [19-65] [40km+]",not_delivering,2025-04-23,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01-  [Interesses - Marcas] [19-65] [40km+]",not_delivering,2025-05-05,2025-05-05,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [40km Curitiba]",not_delivering,2025-11-05,2025-11-09,Contínuo,,,,100,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [I L 1%] [Geo 40 km]",not_delivering,2025-12-04,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores 20+] [CWB 40km]",not_delivering,2025-12-16,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Cidades] [LL 1%] [25+]",not_delivering,2026-02-02,2026-02-03,Contínuo,,,,30,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Cidades região] [25+] [LL 1%]",not_delivering,2026-02-19,2026-02-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 - CWB 40KM - Interesses popular",not_delivering,2026-04-20,2026-04-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ Ofertas - Cwb 40 km - Interesses masculinos",not_delivering,2026-04-20,2026-04-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03- Cwb 40 km - Interesses masculinos — Cópia",not_delivering,2026-04-20,2026-04-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketign] [24+] [40km]",not_delivering,2026-04-22,2026-04-22,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ Remarketing 90 d - 19+",not_delivering,2026-04-24,2026-04-24,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"A/B Criativos -40 km CWB -advantage",not_delivering,2026-05-13,2026-05-13,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"A/B Criativos -40 km CWB -advantage",not_delivering,2026-05-20,2026-05-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"3 [AUTOJANS]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CA 04 [ Remarketing] [20km] [Curitiba] [Videos]",not_delivering,2024-09-16,2024-09-16,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses - financiamento] [10km] [25+]",not_delivering,2025-02-13,2025-04-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [SEGUIDORES - 90D] [ 25+] [10km]",not_delivering,2025-03-27,2025-03-27,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL 1%] [40km] [25+]",not_delivering,2025-04-10,2025-04-10,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses -Marcas] [19-65 anos] [35km+]",not_delivering,2025-04-23,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02 - [Interesses] [19-65] [ 40km+]",inactive,2025-05-02,2026-03-13,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - Marcas] [19-65] [ 40km+]",not_delivering,2025-06-06,2026-01-26,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 [90D] [19-65] [40km+]",not_delivering,2025-06-25,2025-06-25,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 04 [SITE180D] [19-65] [40km+]",not_delivering,2025-07-15,2025-07-18,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - carros] [Curitiba 40km]",not_delivering,2025-09-18,2025-09-21,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] 20+ [CWB 40km]",not_delivering,2025-09-30,2025-09-30,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [CWB 80KM] [20-50]",not_delivering,2025-12-02,2025-12-02,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [ Seguidores] [40km] [20+]",not_delivering,2025-12-12,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses 20+] [CWB 40km]",not_delivering,2025-12-16,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses 25+] [Geo 50km]",not_delivering,2026-01-05,2026-01-05,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02  [Cwb 50km] [Remarketing]",not_delivering,2026-01-07,2026-01-07,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [Geo 50km]",not_delivering,2026-01-15,2026-01-22,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL 1%] [Cidades]",not_delivering,2026-01-20,2026-01-20,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [ Remarketing ] [Cidades]",not_delivering,2026-01-20,2026-01-20,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing 25+] [Geo 50km]",inactive,2026-01-21,2026-03-06,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Cidades região] [25+] [Interesses marcas]",not_delivering,2026-02-25,2026-02-26,Contínuo,,,,50,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%]  [19-65 anos] [40km+]",not_delivering,2026-04-02,2026-04-02,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"A/B Criativos -40 km CWB - Redes sociais /1% envolvimento",not_delivering,2026-05-20,2026-05-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"3 [AUTO POWER]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"4 [TIPAVE]---[ADV][LAL][wpp][15km]",inactive,2026-07-15,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [cwb 40 km ] [19+]",not_delivering,2024-09-12,2024-10-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses ] [10KM] [35-44]",inactive,2025-01-30,2025-02-07,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01-  [Interesses - Marcas] [19-65] [40km+]",not_delivering,2025-04-23,2025-05-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02- [Interesses - Marcas] [19-65] [40km+]",inactive,2025-04-30,2026-04-20,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - Marcas] [19-65] [ 40km+]",inactive,2025-05-05,2026-06-01,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 03 [LL] [18-65] [40km+]",inactive,2025-06-11,2025-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
