"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio",Início,Término,"Data da última edição",Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino","Visitas ao perfil do Instagram","Seguidores no Instagram","Cliques em Como chegar"
2026-07-01,2026-07-21,"CRSL03 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,2043,profile_visit_view,0.18823789,384.57,70,Diário,53243,2.392014,127358,2105,1.652821,0.182694,3.019598,2,2043,9,
2026-07-01,2026-07-21,"CRSL04 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,119,profile_visit_view,0.23831933,28.36,70,Diário,6158,1.179929,7266,125,1.720341,0.22688,3.90311,,119,7,
2026-07-01,2026-07-21,"CRSL04 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,406,profile_visit_view,0.2191133,88.96,50,Diário,9907,1.952862,19347,400,2.067504,0.2224,4.598129,,406,7,
2026-07-01,2026-07-21,"CRSL02 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,117,profile_visit_view,0.19119658,22.37,50,Diário,3266,1.578996,5157,120,2.326934,0.186417,4.337793,,117,0,
2026-07-01,2026-07-21,"CRSL03 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,1081,profile_visit_view,0.20752081,224.33,50,Diário,16861,3.069332,51752,1090,2.106199,0.205807,4.334712,1,1081,9,
2026-07-01,2026-07-21,"AD01 Institucional",inactive,2026-06-16,Contínuo,2026-07-15,67703,reach,1.17336012,79.44,"Usando orçamento da campanha",0,67703,1.063084,71974,73,0.101426,1.088219,1.103732,,6,0,
2026-07-01,2026-07-21,"CRSL01 - 01-07/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-08,921,profile_visit_view,0.21494028,197.96,50,Diário,15802,2.401152,37943,936,2.466858,0.211496,5.2173,2,921,12,
2026-07-01,2026-07-21,"Post do Instagram: A Operação Férias começou no...",not_delivering,2026-07-01,2026-07-07,2026-07-01,78,profile_visit_view,0.53474359,41.71,"Usando orçamento da campanha",0,5811,1.152469,6697,72,1.075108,0.579306,6.228162,,78,2,
2026-07-01,2026-07-21,"Post do Instagram: 🍌💛 Eles estão chegando!

Nos...",not_delivering,2026-07-01,2026-07-04,2026-07-01,125,profile_visit_view,0.1668,20.85,"Usando orçamento da campanha",0,4310,1.136659,4899,125,2.551541,0.1668,4.255971,,125,4,
2026-07-01,2026-07-21,"VD01 Happy Hour",active,2026-07-03,Contínuo,2026-07-07,1712,total_profile_visits,0.33205023,568.47,110,Diário,91474,1.454009,133004,1584,1.190942,0.358883,4.274082,5,1654,61,
2026-07-01,2026-07-21,"VD01 Happy Hour",active,2026-07-03,Contínuo,2026-07-03,1646,total_profile_visits,0.33527947,551.87,133,Diário,70482,1.589895,112059,1518,1.354644,0.363551,4.924816,3,1558,19,
2026-07-01,2026-07-21,"Post do Instagram: ✨ As férias ficam ainda...",not_delivering,2026-07-03,2026-07-20,2026-07-03,160,profile_visit_view,0.6341875,101.47,"Usando orçamento da campanha",0,6119,1.246936,7630,151,1.97903,0.671987,13.29882,,160,15,
2026-07-01,2026-07-21,"VD02 Circo das Diversões",active,2026-07-03,Contínuo,2026-07-07,1159,total_profile_visits,0.2893874,335.4,110,Diário,38215,1.457491,55698,1011,1.815146,0.331751,6.02176,7,1090,118,
2026-07-01,2026-07-21,"VD02 Circo das Diversões",active,2026-07-03,Contínuo,2026-07-07,21,total_profile_visits,0.35285714,7.41,133,Diário,1066,1,1066,18,1.688555,0.411667,6.95122,,21,2,
2026-07-01,2026-07-21,"AD01 Circo das Diversões",active,2026-07-03,Contínuo,2026-07-07,11706,total_profile_visits,0.15548949,1820.16,133,Diário,27769,3.048975,84667,11816,13.955851,0.154042,21.497868,1,11636,12,
2026-07-01,2026-07-21,"AD01 Circo das Diversões",active,2026-07-03,Contínuo,2026-07-07,4927,total_profile_visits,0.22105947,1089.16,110,Diário,114696,1.79784,206205,3861,1.872409,0.282093,5.281928,34,2639,123,
2026-07-01,2026-07-21,"Post do Instagram: Férias com criatividade no...",archived,2026-07-07,2026-07-11,2026-07-10,419,actions:link_click,0.15933174,66.76,"Usando orçamento da campanha",0,13265,1.176856,15611,419,2.684005,0.159332,4.276472,121,35,0,
2026-07-01,2026-07-21,"CRSL05 Semana 2 - 08-14/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-10,103,profile_visit_view,0.2361165,24.32,50,Diário,3214,1.283759,4126,110,2.66602,0.221091,5.894329,,103,2,
2026-07-01,2026-07-21,"CRSL07 Semana 2 - 08-14/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-15,736,profile_visit_view,0.21254076,156.43,50,Diário,14497,1.908464,27667,743,2.68551,0.210538,5.654028,3,736,10,
2026-07-01,2026-07-21,"CRSL06 Semana 2 - 08-14/07 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-15,1631,profile_visit_view,0.20297364,331.05,50,Diário,26671,2.365416,63088,1659,2.62966,0.199548,5.247432,,1631,35,
2026-07-01,2026-07-21,"CRSL07 Semana 2 - 08-14/07 Operação Férias — Cópia",inactive,2026-07-01,Contínuo,2026-07-10,138,profile_visit_view,0.24782609,34.2,70,Diário,7350,1.150068,8453,137,1.620726,0.249635,4.045901,,138,0,
2026-07-01,2026-07-21,"CRSL06 Semana 2 - 08-14/07 Operação Férias — Cópia",inactive,2026-07-01,Contínuo,2026-07-15,2165,profile_visit_view,0.22230947,481.3,70,Diário,64605,1.783469,115221,2246,1.949297,0.214292,4.17719,3,2165,55,
2026-07-01,2026-07-21,"CRSL05 Semana 2 - 08-14/07 Operação Férias — Cópia",inactive,2026-07-01,Contínuo,2026-07-15,696,profile_visit_view,0.21458333,149.35,70,Diário,22827,1.532177,34975,770,2.201573,0.193961,4.270193,1,696,6,
2026-07-01,2026-07-21,"VD03 Kinder Park",active,2026-07-03,Contínuo,2026-07-10,1204,total_profile_visits,0.32163621,387.25,110,Diário,36181,1.592023,57601,993,1.723928,0.38998,6.722974,16,1202,125,
2026-07-01,2026-07-21,"VD03 Kinder Park",active,2026-07-03,Contínuo,2026-07-10,32,total_profile_visits,0.3484375,11.15,133,Diário,1586,1.042875,1654,26,1.571947,0.428846,6.741233,1,32,2,
2026-07-01,2026-07-21,"Post do Instagram: Férias com criatividade no...",not_delivering,2026-07-10,2026-07-11,2026-07-10,540,actions:link_click,0.27731481,149.75,"Usando orçamento da campanha",0,29856,1.230238,36730,540,1.470188,0.277315,4.077049,164,24,1,
2026-07-01,2026-07-21,"VDO1 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-15,170,profile_visit_view,0.24935294,42.39,50,Diário,4740,1.328481,6297,135,2.143878,0.314,6.731777,,170,5,
2026-07-01,2026-07-21,"VDO1 Operação Férias",inactive,2026-07-01,Contínuo,2026-07-15,98,profile_visit_view,0.31438776,30.81,70,Diário,4206,1.159058,4875,90,1.846154,0.342333,6.32,1,98,3,
2026-07-01,2026-07-21,"Post do Instagram: ✨ A Feira de Artesanato está...",not_delivering,2026-07-13,2026-07-15,2026-07-13,375,profile_visit_view,0.26653333,99.95,"Usando orçamento da campanha",0,7361,1.468822,10812,391,3.616352,0.255627,9.244358,1,375,43,
2026-07-01,2026-07-21,"AD02 Estacionamento Grátis Segundas",active,2026-06-16,Contínuo,2026-07-13,136913,reach,1.08711371,148.84,"Usando orçamento da campanha",0,136913,1.022511,139995,167,0.11929,0.891257,1.063181,,104,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2025-10-28,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02",inactive,2025-10-28,Contínuo,2026-07-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Video 1 Ana Vaz — Cópia — Cópia",inactive,2026-05-19,Contínuo,2026-06-16,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Video 1 Ana Vaz — Cópia — Cópia",inactive,2026-05-19,Contínuo,2026-06-16,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Video 1 Ana Vaz — Cópia — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2026-05-19,Contínuo,2026-07-20,,,,5.01,"Usando orçamento da campanha",0,99,1.141414,113,3,2.654867,1.67,44.336283,,1,0,
2026-07-01,2026-07-21,"AD 02",active,2026-05-19,Contínuo,2026-05-19,111,actions:leadgen.other,32.35792793,3591.73,"Usando orçamento da campanha",0,64067,2.899012,185731,1338,0.720397,2.684402,19.338344,3,282,14,
2026-07-01,2026-07-21,"AD05 Happy Hour Dia dos Namorados — Cópia",archived,2026-04-01,Contínuo,2026-07-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD05 Happy Hour Dia dos Namorados — Cópia",archived,2026-04-01,Contínuo,2026-07-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 13/06 Brasil x Marrocos — Cópia",archived,2026-04-01,Contínuo,2026-07-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 13/06 Brasil x Marrocos — Cópia",archived,2026-04-01,Contínuo,2026-07-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 13/06 Brasil x Marrocos",archived,2026-03-04,Contínuo,2026-07-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Post do Instagram: Férias com muita diversão e...",not_delivering,2026-07-14,2026-07-17,2026-07-14,1223,actions:link_click,0.19623876,240,"Usando orçamento da campanha",0,39544,1.62409,64223,1223,1.904302,0.196239,3.736979,576,192,8,
2026-07-01,2026-07-21,"CRSL08 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,608,profile_visit_view,0.2203125,133.95,70,Diário,21314,1.344375,28654,648,2.261464,0.206713,4.67474,2,608,14,
2026-07-01,2026-07-21,"CRSL09 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,1650,profile_visit_view,0.23093333,381.04,70,Diário,57204,1.728655,98886,1715,1.73432,0.222181,3.853326,,1650,24,
2026-07-01,2026-07-21,"CRSL10 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,329,profile_visit_view,0.22358663,73.56,70,Diário,13930,1.298062,18082,341,1.885853,0.215718,4.068134,,329,2,
2026-07-01,2026-07-21,"CRSL09 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,1016,profile_visit_view,0.22277559,226.34,50,Diário,21218,2.218965,47082,1014,2.153689,0.223215,4.807357,4,1016,12,
2026-07-01,2026-07-21,"CRSL10 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,470,profile_visit_view,0.20419149,95.97,50,Diário,10262,1.722958,17681,479,2.709123,0.200355,5.42786,1,470,6,
2026-07-01,2026-07-21,"CRSL08 Semana 3 - 15-22/07 Operação Férias",active,2026-07-01,Contínuo,2026-07-15,685,profile_visit_view,0.2100292,143.87,50,Diário,14766,1.75789,25957,718,2.766113,0.200376,5.542628,1,685,9,
2026-07-01,2026-07-21,"AD03 Tudo num só lugar",active,2026-06-16,Contínuo,2026-07-17,7633,reach,1.27734836,9.75,"Usando orçamento da campanha",0,7633,1.034718,7898,5,0.063307,1.95,1.23449,,3,0,
2026-07-01,2026-07-21,"AD04 V2 Lugar onde sempre acontece",active,2026-06-16,Contínuo,2026-07-17,86187,reach,1.38327126,119.22,"Usando orçamento da campanha",0,86187,1.092183,94132,70,0.074364,1.703143,1.266519,,32,0,
2026-07-01,2026-07-21,"AD04 V1 Lugar onde sempre acontece",active,2026-06-16,Contínuo,2026-07-17,2715,reach,1.2854512,3.49,"Usando orçamento da campanha",0,2715,1,2715,3,0.110497,1.163333,1.285451,,5,0,
2026-07-01,2026-07-21,"AD 01- [Vídeo Data] Corta Preço",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 01- [estático] Corta Preço — Cópia",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 [IMG] [Corta Preço]",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 01- [Vídeo Data] Corta Preço — Cópia",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02",inactive,2026-05-19,Contínuo,2026-06-16,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 01 - bijuterias - joias — Cópia",inactive,2026-05-19,Contínuo,2026-06-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 Hadassa",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD23 Condessita",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD16 Husky Cia",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD15 Trendy",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD09 Aline Store",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL03,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD07 L&N",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD01 Broken Style",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD09 Aline Store",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL01,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 Hadassa",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD03 Talk Center",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD06 Hadassa",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video circo das cores — Cópia",inactive,2026-06-03,Contínuo,2026-06-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video circo das cores — Cópia",inactive,2026-06-03,Contínuo,2026-06-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD010 Feira de Colecionáveis",inactive,2026-06-03,Contínuo,2026-06-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Novo anúncio de Leads — Cópia",not_delivering,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 01 - Amarelo - suplementos — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - moda geral — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 [estático] [Corta Preço]",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2026-05-19,Contínuo,2026-06-16,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - moda geral — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Video 1 Ana Vaz — Cópia — Cópia",inactive,2026-05-19,Contínuo,2026-06-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD18 Rosa de Saron",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD21 Toa Toa",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD22 Stylo Plus",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD17 Ma Confort",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD14 Sumatra",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL02,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD05 Stylo Plus",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL03,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD19 Só Aki",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD11 Top House",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD10 Linny",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD04 Basico Estilo",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD05 Stylo Plus",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD08 Ótica Oftalmica",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD11 Top House",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"LAD01 LIVE Corta Preço — Cópia — Cópia — Cópia — Cópia",inactive,2026-06-03,Contínuo,2026-06-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video circo das cores — Cópia",inactive,2026-06-03,Contínuo,2026-06-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video circo das cores — Cópia",inactive,2026-06-03,Contínuo,2026-06-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - moda masculina — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Camp. namorados",inactive,2015-06-02,Contínuo,2026-06-15,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02- [Img] Corta Preço",inactive,2025-01-07,Contínuo,2026-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - moda infantil — Cópia",inactive,2025-10-28,Contínuo,2026-06-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Loja Pronta",inactive,2026-05-19,Contínuo,2026-06-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video Inverno — Cópia",not_delivering,2026-05-20,Contínuo,2026-05-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL01,not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD11 Top House",not_delivering,2026-05-27,Contínuo,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD13 Charm Pratas",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD19 Só Aki",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD11 Top House",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL01,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD12 Monizer",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,CRSL02,not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - Suplementos — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 01 - bijuterias - joias — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD 02 - moda infantil — Cópia",not_delivering,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"AD Video 1 Ana Vaz — Cópia — Cópia",inactive,2026-05-19,Contínuo,2026-06-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
