"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios",Início,Término,"Data da última edição",Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino","Visitas ao perfil do Instagram","Seguidores no Instagram","Cliques em Como chegar"
2026-07-01,2026-07-21,"[feminino 30+] [10km]  |Semelhante 1 IG]",not_delivering,2025-10-02,Contínuo,2025-10-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [40KM]",not_delivering,2025-12-11,Contínuo,2025-12-11,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01.1 [Público Advantage] [Geo 40km]",not_delivering,2026-01-01,Contínuo,2026-01-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  A/B [Advantage - Cidades] [25-50] [Mulheres] - Imagens",not_delivering,2026-01-28,Contínuo,2026-01-28,,,,0,30,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [advantage]",not_delivering,2026-02-25,Contínuo,2026-02-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Aberto] [5km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing - 90D] [5km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses - suplementos] [ Curitiba e RMC] [25 - 55]",not_delivering,2026-04-23,Contínuo,2026-04-24,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 - Cwb 40km - Interesses - 24-44",not_delivering,2026-05-06,Contínuo,2026-05-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[Remarketing] [20+] [Curitiba 40km]",not_delivering,2026-05-14,Contínuo,2026-05-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses ] [25-45] [Geo 20km]",not_delivering,2026-05-20,Contínuo,2026-05-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,Envolvimento,not_delivering,2015-06-02,Contínuo,2015-06-02,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,Namorados,not_delivering,2015-06-02,Contínuo,2015-06-02,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba, PR - 18+",not_delivering,2015-06-25,Contínuo,2015-06-25,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba, PR - 18-55",not_delivering,2015-10-06,Contínuo,2015-10-06,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18-55",not_delivering,2016-03-09,Contínuo,2016-03-09,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18+",not_delivering,2016-05-18,Contínuo,2016-05-18,,,,0,15,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18+",not_delivering,2016-06-29,Contínuo,2016-06-29,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_lookalike — público personalizado",inactive,2021-03-10,Contínuo,2024-01-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"02 Cadastros lojas_público aberto",not_delivering,2022-03-22,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"01 Cadastros lojas_cargos",not_delivering,2022-03-22,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_público aberto_stories",inactive,2022-03-22,Contínuo,2022-11-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_segm. indicada pelo comercial - OFF",inactive,2023-06-06,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CLUBE DA PIPOCA",not_delivering,2023-09-01,Contínuo,2023-10-02,0,reach,,0,55.08,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Cidades] [30+]",inactive,2024-08-08,Contínuo,2024-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL 2% - 90D] [CURITIBA]  [17km] [novos]",not_delivering,2024-10-16,Contínuo,2024-10-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesse] [5km] [24]",not_delivering,2025-01-07,Contínuo,2025-01-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses] [CURITIBA] [15km]",not_delivering,2025-05-19,Contínuo,2025-05-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [90D] [18-65] [40km+]",not_delivering,2025-06-09,Contínuo,2025-06-09,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 5km] [25+]",not_delivering,2025-07-01,Contínuo,2025-08-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Empreendedorismo] [Curitiba 40km+] [30+]",inactive,2025-07-15,Contínuo,2025-10-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [Geo 20 km] [24+ M]",not_delivering,2026-03-12,Contínuo,2026-03-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 - LL 1% - 23-45 - Imagens",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [LL1%] [5km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[LL] [20+] [Curitiba 40km]",not_delivering,2026-05-14,Contínuo,2026-05-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing redes sociais 180D] [25-45] [Curitiba]",not_delivering,2026-05-20,Contínuo,2026-05-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"US - 18+",not_delivering,2016-12-02,Contínuo,2018-07-01,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"BR - 18+",not_delivering,2017-10-24,Contínuo,2020-09-28,,,,0,11,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"BR - 18+",not_delivering,2019-01-25,Contínuo,2020-09-28,,,,0,60,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"19 A 24/12_oculos carmim_stories",inactive,2019-12-20,Contínuo,2019-12-26,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"VT gastronomia_sem data de termino",not_delivering,2022-01-04,Contínuo,2022-04-19,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Video Serviços_sem data de término",not_delivering,2022-01-05,Contínuo,2022-04-19,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cinema_Todo mundo paga meia_seg a qua_feed",inactive,2022-01-17,Contínuo,2022-03-18,,,,0,23.02,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"PALCO ENCANTADO 2022_FEED",not_delivering,2022-04-11,Contínuo,2022-04-19,,,,0,33.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"PALCO ENCANTADO 2022_STORIES",not_delivering,2022-04-19,Contínuo,2022-04-19,,,,0,33.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_segm. interesse_feed",inactive,2022-07-11,Contínuo,2022-11-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_segm. interesses - OFF",inactive,2022-07-11,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"PROMO CINEMA_REELS",inactive,2022-07-15,Contínuo,2023-05-15,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Troca de figurinhas Copa_feed",inactive,2022-08-24,Contínuo,2023-01-03,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"RMKT_SEGUIDORES INSTAGRAM",inactive,2023-01-20,Contínuo,2023-03-10,0,reach,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [GEOLOCALIZADA] [5km]",not_delivering,2023-10-25,Contínuo,2025-09-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [Curitiba]",not_delivering,2023-10-25,Contínuo,2025-09-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 - [ABERTO] [1KM] [18-50]",inactive,2023-10-25,Contínuo,2024-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 - [Interesse] [GEO]",not_delivering,2023-10-25,Contínuo,2024-01-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 - [SEGUIDORES] [Curitiba]",inactive,2023-10-25,Contínuo,2024-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 - [LL1%] [Curitiba] [180D]",not_delivering,2023-10-25,Contínuo,2024-01-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [2KM] [18-40]",not_delivering,2023-10-25,Contínuo,2023-10-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [5KM] [20+]",not_delivering,2023-10-26,Contínuo,2023-10-26,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [REMARKETING]",not_delivering,2023-10-26,Contínuo,2023-10-26,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL1%] [180D]",not_delivering,2023-10-26,Contínuo,2023-11-12,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [GEOLOCALIZADA] [CARGOS] [25+]",inactive,2023-10-26,Contínuo,2024-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"US - 18+",not_delivering,2016-12-19,Contínuo,2016-12-19,,,,0,15,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"US - 18+",not_delivering,2016-12-26,Contínuo,2016-12-26,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"BR - 18+",not_delivering,2017-11-17,Contínuo,2020-09-28,,,,0,80,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_lookalike",inactive,2020-09-28,Contínuo,2022-03-24,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_lookalike_stories",inactive,2020-11-11,Contínuo,2022-03-24,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"HAPPY HOUR_SEG A SÁB._ STORIES",inactive,2021-05-03,Contínuo,2022-02-17,,,,0,6,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"HAPPY HOUR_SEG A SÁB._ FEED",not_delivering,2021-05-03,Contínuo,2022-08-02,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"STORIES_CINEMA 10_SEG A SEX_ORÇ DIÁRIO",inactive,2021-08-31,Contínuo,2021-10-15,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"FEED_CINEMA 10_SEG A SEX_ORÇ DIÁRIO",inactive,2021-08-31,Contínuo,2021-10-15,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"feed_PALCO ENCANTADO_até 04/09",inactive,2021-08-31,Contínuo,2021-10-20,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"stories_PALCO ENCANTADO_SET/OUT",inactive,2021-09-03,Contínuo,2021-11-09,0,reach,,0,33.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"feed_PALCO ENCANTADO_set/out",inactive,2021-09-04,Contínuo,2021-11-09,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"FEED_CINEMA 12_SAB DOM_orç. diário",inactive,2021-11-18,Contínuo,2021-12-01,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"FEED_todo mundo paga meia_orç. diário",inactive,2021-11-18,Contínuo,2022-03-16,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"STORIES_CINEMA 12_SAB DOM_orç. diário",inactive,2021-11-18,Contínuo,2021-12-01,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"STORIES_todo mundo paga meia_orç. diário",inactive,2021-11-18,Contínuo,2022-03-16,0,reach,,0,13.33,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"happy seg. a sáb._feed",not_delivering,2022-05-04,Contínuo,2023-10-02,,,,0,40.32,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"VIDEO PÇA",inactive,2022-05-05,Contínuo,2022-10-05,,,,0,16.13,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"VIDEO serviços_interesses",not_delivering,2022-05-05,Contínuo,2023-11-13,,,,0,29.03,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"carrossel lojas novas pça",not_delivering,2022-06-06,Contínuo,2023-09-01,0,reach,,0,64.52,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Troca de figurinhas Copa_stories",inactive,2022-08-24,Contínuo,2023-01-03,,,,0,7.5,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"happy seg. a sáb. reels",not_delivering,2022-09-01,Contínuo,2023-10-02,,,,0,40.32,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cinema - todos os dias",inactive,2022-12-07,Contínuo,2023-03-01,0,reach,,0,12.9,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"VIDEO serviços_públicos rmkt",inactive,2022-12-21,Contínuo,2023-03-01,,,,0,10.14,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CLUBE DA PIPOCA",not_delivering,2023-05-08,Contínuo,2023-09-01,,,,0,110.16,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Promoção contínua de negócio local da Página Shopping Cidade Curitiba",not_delivering,2017-09-22,Contínuo,2017-10-01,0,reach,,0,2.58,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_cargos_feed",inactive,2020-08-17,Contínuo,2022-11-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [CWB 40KM] [30+]",inactive,2023-10-30,Contínuo,2024-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [REMARKETING] [CIDADES] [25+]",not_delivering,2023-10-30,Contínuo,2024-05-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [LL 1%] [Cidades] [25+]",inactive,2023-10-30,Contínuo,2024-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [4KM] [18-65+]",not_delivering,2023-10-30,Contínuo,2023-10-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [2KM] [24+]",not_delivering,2023-11-01,Contínuo,2023-11-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [ FB] [IG] [SITE] [180D]",not_delivering,2023-11-01,Contínuo,2023-11-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 180D]",not_delivering,2023-11-01,Contínuo,2023-11-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL 1%]",not_delivering,2023-11-01,Contínuo,2023-11-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ ABERTO 2KM]",not_delivering,2023-11-01,Contínuo,2023-11-01,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO 2KM]",not_delivering,2023-11-01,Contínuo,2023-11-01,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [Curitiba]",not_delivering,2023-11-01,Contínuo,2023-11-01,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [CIDADES] [25+] [Cargos]",inactive,2023-11-10,Contínuo,2025-01-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Geo] [LL 5%] [25+]",not_delivering,2023-11-12,Contínuo,2025-07-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [2KM] [30+]",not_delivering,2023-11-13,Contínuo,2023-12-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [5KM] [18-65+]",not_delivering,2023-11-13,Contínuo,2023-11-13,0,reach,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 4kM]",not_delivering,2023-11-14,Contínuo,2023-11-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [Geo]",not_delivering,2023-11-14,Contínuo,2023-11-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [IG 30D] [CURITIBA]",not_delivering,2023-11-14,Contínuo,2025-02-18,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Formulário 90D] [LL1%]",not_delivering,2023-11-16,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [INTERESSES - Propreitário] [25+] [CWB Região metropolitana]",inactive,2023-11-16,Contínuo,2025-01-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [6KM]",not_delivering,2023-11-20,Contínuo,2023-11-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"02 Cadastros lojas_público aberto",not_delivering,2023-11-23,Contínuo,2023-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses [CWB 20KM] [30+]",not_delivering,2023-11-28,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ [ Interesses] [CURITIBA] [30+]",not_delivering,2023-11-22,Contínuo,2023-11-27,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [4KM] [H/M18+]",not_delivering,2023-11-22,Contínuo,2023-11-24,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"01 Cadastros lojas_cargos",not_delivering,2023-11-23,Contínuo,2023-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ [ Interesses] [CURITIBA] [30+] Teste A/B",not_delivering,2023-11-27,Contínuo,2023-11-27,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL] [CWB 20KM] [30+]",not_delivering,2023-11-27,Contínuo,2023-11-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM]",not_delivering,2023-11-28,Contínuo,2024-08-26,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [Geo]",not_delivering,2023-11-28,Contínuo,2024-02-01,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01[Interesses] [Cwb] [30+]",not_delivering,2023-12-07,Contínuo,2023-12-08,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CA 13 [ADVANCE] [LOJA] [INTERESSES - VESTUÁRIOS] Conjunto de anúncios",not_delivering,2023-12-07,Contínuo,2024-01-22,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL1%] [10KM] [20+]",not_delivering,2023-12-14,Contínuo,2024-03-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO-INTERESSES] [25+] [6KM]",not_delivering,2023-12-20,Contínuo,2023-12-29,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [REMARKETING -MARATONAKIDS]",not_delivering,2023-12-20,Contínuo,2023-12-29,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Aberto] [2km] [18+]",not_delivering,2023-12-27,Contínuo,2023-12-27,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01",not_delivering,2023-12-28,Contínuo,2023-12-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES]  [MUlheres] [Cargos][25+] [Curitiba 40km]",not_delivering,2023-12-28,Contínuo,2024-01-22,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES [cargos]] [GEOLOCALIZADA] [SHOPPING]",not_delivering,2023-12-28,Contínuo,2024-01-22,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
