"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios",Início,Término,"Data da última edição",Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino","Visitas ao perfil do Instagram","Seguidores no Instagram","Cliques em Como chegar"
2026-07-01,2026-07-21,"CJ 02 [Interess] [5KM] [Mulheres 30+]",not_delivering,2023-12-28,Contínuo,2024-03-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Curitiba] [20+]",not_delivering,2024-01-01,Contínuo,2026-01-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  [GEOLOCALIZADA] [LL 2% LP]",not_delivering,2024-01-02,Contínuo,2024-05-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES - CARGOS 6] [GEOLOCALIZADA] [25+]",inactive,2024-01-02,Contínuo,2024-05-16,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses [CWB 20KM] [30+]",not_delivering,2024-01-02,Contínuo,2024-01-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [Geo] [25+]",inactive,2024-01-02,Contínuo,2024-01-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL%] [Geo] [25+]",not_delivering,2024-01-02,Contínuo,2024-01-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo] [30+]",not_delivering,2024-01-04,Contínuo,2024-01-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL LP] [Curitiba] [30+] [ 40km]",not_delivering,2024-01-04,Contínuo,2024-01-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [2KM] 18+]",not_delivering,2024-01-05,Contínuo,2024-01-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CA 28 [Lojas]  [Vestuário ] [10/1/2024] Conjunto de anúncios",not_delivering,2024-01-10,Contínuo,2024-01-22,,,,0,30,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CA 29 [Lojas] [ Franquias] 01.10 Conjunto de anúncios",not_delivering,2024-01-10,Contínuo,2024-01-22,,,,0,30,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CA 30 [Vestuário Infantil] [ 30+] Conjunto de anúncios",not_delivering,2024-01-10,Contínuo,2024-01-10,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Aberto] [4km] Reels",not_delivering,2024-01-19,Contínuo,2024-02-29,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Interesse] [ 4kM]",not_delivering,2024-01-19,Contínuo,2024-01-19,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ Remarketing] [25+] [CWB 40KM]",not_delivering,2024-01-23,Contínuo,2024-01-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [25+] [CWB 40KM]",not_delivering,2024-01-23,Contínuo,2024-01-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [CWB 40KM] [LL2% LP]",not_delivering,2024-01-23,Contínuo,2024-04-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM] [18-40]",not_delivering,2024-01-24,Contínuo,2024-01-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing 180D]",not_delivering,2024-01-24,Contínuo,2024-01-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Geo] [20+] [Interesses]",not_delivering,2024-01-25,Contínuo,2024-01-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL LP] [20+] [CWB 40KM]",not_delivering,2024-01-25,Contínuo,2024-01-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [Bairros] [30+]",not_delivering,2024-01-26,Contínuo,2024-01-26,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES - Cargos] [Bairros] [25+]",not_delivering,2024-01-26,Contínuo,2024-01-26,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [Curitiba 40km] [20+]",not_delivering,2024-01-30,Contínuo,2025-09-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing ] [LP Comercila] [LL5%]",not_delivering,2024-02-05,Contínuo,2024-02-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 5% Formulário 90 D] [Formulário 90D] [25+]",not_delivering,2024-02-05,Contínuo,2024-02-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES INVESTIMENTO] [CWB 40KM] [30+]",not_delivering,2024-02-05,Contínuo,2024-02-05,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CA [Loja] [Advantage] 14/2/2024 Conjunto de anúncios",not_delivering,2024-02-14,Contínuo,2024-02-14,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Aberto] [4km] Carrossel",not_delivering,2024-02-21,Contínuo,2024-02-23,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Remarketing] [Vd View] [LL 4%] [CWB 40km]",not_delivering,2024-02-28,Contínuo,2024-02-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [VD View] [LL4%] [Geo]",not_delivering,2024-02-28,Contínuo,2024-02-28,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"NOME CONJUNTO",not_delivering,2024-03-04,Contínuo,2024-03-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES INVESTIMENTO] [CWB 40KM] [30+]",not_delivering,2024-03-06,Contínuo,2024-03-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM] [18+] [MuLheres]",not_delivering,2024-03-06,Contínuo,2024-03-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  [Interesses] [ 5kM] [18+] [Mulheres]",not_delivering,2024-03-06,Contínuo,2024-03-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03  [LL] [Curitiba]",not_delivering,2024-03-06,Contínuo,2024-03-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [CWB 40KM] [Remarketing] [30+]",not_delivering,2024-03-14,Contínuo,2024-03-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [CWB 40KM] [LL5%] [30+]",not_delivering,2024-03-14,Contínuo,2024-03-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03  [LL] [Curitiba]",not_delivering,2024-03-14,Contínuo,2024-03-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM] [18+] [MuLheres]",not_delivering,2024-03-14,Contínuo,2024-03-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  [Interesses] [ 5kM] [18+] [Mulheres]",not_delivering,2024-03-14,Contínuo,2024-03-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM] [18+] [MuLheres]",not_delivering,2024-03-15,Contínuo,2024-03-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [10km] [25-40]",not_delivering,2024-03-21,Contínuo,2024-03-21,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [10km] [Site. IG. FB]",not_delivering,2024-03-21,Contínuo,2024-03-21,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%] [10km] [Site. IG. FB]",not_delivering,2024-03-21,Contínuo,2024-03-21,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [CWB 40KM] [INTERESSES]",not_delivering,2024-03-28,Contínuo,2024-04-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [CWB 40KM] [INTERESSES CARGOS]",not_delivering,2024-03-28,Contínuo,2024-04-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 [Remarketing] [Cwb 40km] [25+]",inactive,2024-03-28,Contínuo,2025-01-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [BOTA FORA]",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [18+] [10KM] - carrossel",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [18+] [10KM]  Videos",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [18+] [2KM]  Videos",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [18+] [2KM] - carrossel",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 2%] [18+] [10KM] - carrossel",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL2%] [18+] [10KM]  Videos",not_delivering,2024-04-05,Contínuo,2024-04-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [REMARKETING]",not_delivering,2024-04-12,Contínuo,2024-04-12,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [iNTERESSES] [MULHERES] 20-40] [5km]",not_delivering,2024-04-12,Contínuo,2024-04-12,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1% ] [CWB]",not_delivering,2024-04-12,Contínuo,2024-04-12,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ABERTO] [ 2kM]",not_delivering,2024-04-22,Contínuo,2024-04-22,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Interesse] [ 4kM]",not_delivering,2024-04-22,Contínuo,2024-04-22,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [Geo]",not_delivering,2024-04-22,Contínuo,2024-04-22,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 06 [Formulário 90D] [LL1%] Novos criativos",inactive,2024-04-24,Contínuo,2025-01-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03  [GEOLOCALIZADA] [LL 2% LP] Abril",inactive,2024-04-24,Contínuo,2024-05-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Rustikos] [ Aberto 2kM]",not_delivering,2024-04-24,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Di Frango] [ LL 5KM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Guta Batata] [ LL 5KM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 [Crepfy] [ Aberto 2kM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Energia Tropical] [ LL 5KM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 06 [Padokita] [ Aberto 2kM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 06 [Padokita] [ Remarketing 10M]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Rustikos] [ Reamrketing 10kM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Di Frango] [ Remarketing 10KM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Energia Tropical] [ Remarketing 10km]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 [Crepfy] [ Remarketing 10km]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Guta Batata] [ Remarketing 10KM]",not_delivering,2024-04-25,Contínuo,2024-04-25,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 5%] Novos criativos [ Cidades]",inactive,2024-04-26,Contínuo,2025-01-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 07[Interesses - Empreendedorismo]  [28+] [20KM]",not_delivering,2024-05-15,Contínuo,2025-03-18,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [18+] [10KM] [POSICIONAMENTO ADVANTAGE]",not_delivering,2024-05-23,Contínuo,2024-05-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [18+] [10KM] [POSICIONAMENTO ADVANTAGE] — Cópia",not_delivering,2024-05-23,Contínuo,2024-05-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL] [18+] [10KM] [POSICIONAMENTO ADVANTAGE] — Cópia",not_delivering,2024-05-23,Contínuo,2024-05-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [18+] [10KM] [POSICIONAMENTO ADVANTAGE]",not_delivering,2024-05-23,Contínuo,2024-05-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesse varejistas] [5km] [Posicionamento advantage]",not_delivering,2024-05-31,Contínuo,2024-06-06,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [10km] [Posicionamento advantage]",not_delivering,2024-05-31,Contínuo,2024-05-31,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [10km] [Posicionamento advantage]",not_delivering,2024-05-31,Contínuo,2024-06-07,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [Curitiba 40km] [25 -55]",inactive,2024-06-12,Contínuo,2024-06-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL ] [Curitiba 40km]  [25-55]",not_delivering,2024-06-12,Contínuo,2024-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses] [Curitiba 40km] [25 -55]",not_delivering,2024-06-12,Contínuo,2024-06-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 06 [Padokita] [5KM] [INTERESSE RMK]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 - 25/06 [Energia Tropical] [8KM] [INTERESSE]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 - 25/06 [Di Frango] [8KM] [INTERESSE]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 - 25/06 [Rustikos]  [5KM] [INTERESSE]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 - 25/06 [Guta Batata] [8KM] [INTERESSE]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 - 25/06  [Crepfy]  [5KM] [INTERESSE]",not_delivering,2024-06-25,Contínuo,2025-06-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [LL 1%] [Cidades] [25+]",not_delivering,2024-06-27,Contínuo,2024-06-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 2%] [leads e LP] [Curitiba 40km] [25+]",not_delivering,2024-06-27,Contínuo,2024-06-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [GEOLOCALIZADA] [CARGOS] [25- 50]",not_delivering,2024-06-27,Contínuo,2024-06-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES] [CWB 40KM] [30+]",not_delivering,2024-06-27,Contínuo,2024-06-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 - Oferta da semana [8KM] [INTERESSE]",not_delivering,2024-07-11,Contínuo,2024-07-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 [INTERESSES] [GEOLOCALIZADA - 2] [CARGOS] [25- 50]",not_delivering,2024-07-11,Contínuo,2024-07-11,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Interesses] [Curitiba 40km] [25 -55]",not_delivering,2024-07-11,Contínuo,2024-07-11,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [10km] [20+]",not_delivering,2024-07-19,Contínuo,2024-07-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 2%] [10km] [20+]",not_delivering,2024-07-19,Contínuo,2024-07-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing 180D] [10km] [20+]",not_delivering,2024-07-19,Contínuo,2024-07-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [5km]",not_delivering,2024-08-02,Contínuo,2024-08-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 2%] [10km]",not_delivering,2024-08-02,Contínuo,2024-08-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03[LL 5%] [10km]",not_delivering,2024-08-02,Contínuo,2024-08-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Remarketing] [10km]",not_delivering,2024-08-02,Contínuo,2024-08-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses lojas] [Cidades]",inactive,2024-08-02,Contínuo,2025-07-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [ LL 5%] [Curitiba 40km]",not_delivering,2024-08-02,Contínuo,2025-02-24,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL2% ] [Cidades]",inactive,2024-08-02,Contínuo,2025-07-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing]",not_delivering,2026-01-08,Contínuo,2026-01-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02.3 [Remarketing 90D] [Geo 40km]",inactive,2026-01-15,Contínuo,2026-01-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ ll 1%90 D - Geo - 18+ - 40km",inactive,2026-03-27,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
